Title,Artist,Nationality,Gender,Date,Medium,Classification,Department,DateAcquired,Height (cm),Width (cm)
HÔTEL CHARLES SKELTON. 48 RUE DE VARENNE,Eugène Atget,(French),(Male),1911,Albumen silver print,Photograph,Photography,3/6/68,,
Pont Neuf,Eugène Atget,(French),(Male),1925,Gelatin silver printing-out-paper print,Photograph,Photography,3/6/68,,
Pont Marie,Eugène Atget,(French),(Male),1926,Gelatin silver printing-out-paper print,Photograph,Photography,3/6/68,,
HÔTEL LOMÉNIE DE BRIENNE. 9 QUAI MALAQUAIS,Eugène Atget,(French),(Male),1912-13,Albumen silver print,Photograph,Photography,3/6/68,,
Berne (Suisse). Hotel De Ville,Eugène Atget,(French),(Male),1900,Albumen silver print,Photograph,Photography,3/6/68,,
Musée Carnavalet,Eugène Atget,(French),(Male),1900,Albumen silver print,Photograph,Photography,3/6/68,,
HÔTEL DU PRÉSIDENT DURET. RUE SAINT-DOMINIQUE 14,Eugène Atget,(French),(Male),1900,Albumen silver print,Photograph,Photography,3/6/68,,
Fête des Invalides,Eugène Atget,(French),(Male),Probably 1914-21; not later than 1925,Albumen silver print,Photograph,Photography,3/6/68,,
PRÉSIDENCE DE LA CHAMBRE DES DÉPUTÉS,Eugène Atget,(French),(Male),1900,Albumen silver print,Photograph,Photography,3/6/68,,
HÔTEL DE NEVERS. RUE SÉGUIER 18,Eugène Atget,(French),(Male),1900,Albumen silver print,Photograph,Photography,3/6/68,,
HÔTEL SÉGUIER. RUE SÉGUIER 16,Eugène Atget,(French),(Male),1900,Albumen silver print,Photograph,Photography,3/6/68,,
"HÔTEL DES ARCHEVÊQUES DE LYON. RUE SAINT-ANDRÉ-DES-ARTS, 58",Eugène Atget,(French),(Male),1900,Albumen silver print,Photograph,Photography,3/6/68,,
"Ancien séjour de Jeanne de Navarre et Hôtel des Archevêques de Lyon, rue Saint André des Arts 58",Eugène Atget,(French),(Male),1900,Albumen silver print,Photograph,Photography,3/6/68,,
"Hôtel d'Argouges, 16 rue Séguier",Eugène Atget,(French),(Male),1900,Albumen silver print,Photograph,Photography,3/6/68,,
COLLÈGE DES ABBÉS DE SAINT DENIS. RUE CHRISTINE 1,Eugène Atget,(French),(Male),1900,Albumen silver print,Photograph,Photography,3/6/68,,
PRESBYTÈRE SAINT SULPICE. RUE DE VAUGIRARD 50,Eugène Atget,(French),(Male),1900,Albumen silver print,Photograph,Photography,3/6/68,,
RUE DE VARENNE 65,Eugène Atget,(French),(Male),1900,Albumen silver print,Photograph,Photography,3/6/68,,
"Hôtel de Béthune Sully, 60 Rue de Varenne",Eugène Atget,(French),(Male),1900,Albumen silver print,Photograph,Photography,3/6/68,,
Fête des Invalides,Eugène Atget,(French),(Male),Probably 1914-21; not later than 1925,Albumen silver print,Photograph,Photography,3/6/68,,
HÔTEL DU PRAT D'AUROY. 58 RUE DE VARENNE,Eugène Atget,(French),(Male),1900,Albumen silver print,Photograph,Photography,3/6/68,,
"Ambassade d'Autriche, 57 rue de Varenne",Eugène Atget,(French),(Male),1900,Albumen silver print,Photograph,Photography,3/6/68,,
PETIT HÔTEL DE NARBONNE. 1765. 46 RUE DE VARENNE,Eugène Atget,(French),(Male),1900,Albumen silver print,Photograph,Photography,3/6/68,,
HÔTEL DE NARBONNE. 45 RUE DE VARENNE,Eugène Atget,(French),(Male),1900,Albumen silver print,Photograph,Photography,3/6/68,,
HÔTEL. RUE DE VARENNE 19,Eugène Atget,(French),(Male),1900,Albumen silver print,Photograph,Photography,3/6/68,,
HÔTEL RUE DE VARENNE 23,Eugène Atget,(French),(Male),1900,Albumen silver print,Photograph,Photography,3/6/68,,
COLLÈGE DES ECOSSAIS. RUE DU CARDINAL LEMOINE 65,Eugène Atget,(French),(Male),1900,Albumen silver print,Photograph,Photography,3/6/68,,
PORTE. RUE DE L'ESTRAPADE,Eugène Atget,(French),(Male),1901,Albumen silver print,Photograph,Photography,3/6/68,,
Luxembourg,Eugène Atget,(French),(Male),1902-03,Albumen silver print,Photograph,Photography,3/6/68,,
Tuileries - Le Rhone et / la Saone par coustou 1e / 1907,Eugène Atget,(French),(Male),1907,Albumen silver print,Photograph,Photography,3/6/68,,
Fête du Trône,Eugène Atget,(French),(Male),Probably 1914-21; not later than 1925,Gelatin silver printing-out-paper print,Photograph,Photography,3/6/68,,
HÔTEL D'ECQUEVILLY. 60 RUE DE TURENNE,Eugène Atget,(French),(Male),1901,Albumen silver print,Photograph,Photography,3/6/68,,
HÔTEL DU PRÉSIDENT GOURGUES. RUE DE TURENNE 50,Eugène Atget,(French),(Male),1901,Albumen silver print,Photograph,Photography,3/6/68,,
JARDIN DU LOUVRE. FEMME PAR AUGUSTIN PEENE,Eugène Atget,(French),(Male),1911-12,Albumen silver print,Photograph,Photography,3/6/68,,
"Hôtel de Châlons Luxembourg, 26 rue Geoffroy L'Asnier",Eugène Atget,(French),(Male),1898,Albumen silver print,Photograph,Photography,3/6/68,,
Hôtel Lamoignon. 24 rue Pavée,Eugène Atget,(French),(Male),1898,Albumen silver print,Photograph,Photography,3/6/68,,
Ancien Amphitheatre Saint-Côme rue de l'Ecole de Médecine,Eugène Atget,(French),(Male),1898,Albumen silver print,Photograph,Photography,3/6/68,,
PORTE. ÉCOLE DE MÉDECINE,Eugène Atget,(French),(Male),1898,Albumen silver print,Photograph,Photography,3/6/68,,
"Hôtel de Châteaubriand,120 rue du Bac",Eugène Atget,(French),(Male),1899,Albumen silver print,Photograph,Photography,3/6/68,,
"Hôtel de la comtesse de Verrue - Rue du Regard, 1",Eugène Atget,(French),(Male),1899,Albumen silver print,Photograph,Photography,3/6/68,,
PONTOISE. ÉGLISE SAINT MACLOU DU XIIe AU XVIe SIÈCLE,Eugène Atget,(French),(Male),1902,Albumen silver print,Photograph,Photography,3/6/68,,
Fête du Trône,Eugène Atget,(French),(Male),1914,Gelatin silver printing-out-paper print,Photograph,Photography,3/6/68,,
Luxembourg,Eugène Atget,(French),(Male),1923-25,Gelatin silver printing-out-paper print,Photograph,Photography,3/6/68,,
HÔTEL DE CHIMAY. 5 QUAI MALAQUAIS,Eugène Atget,(French),(Male),1912-13,Albumen silver print,Photograph,Photography,3/6/68,,
HÔTEL EPERNON. 110 RUE VIEILLE DU TEMPLE,Eugène Atget,(French),(Male),1901,Albumen silver print,Photograph,Photography,3/6/68,,
Bibliothèque nationale,Eugène Atget,(French),(Male),1902,Albumen silver print,Photograph,Photography,3/6/68,,
PORTE DU PANTHÉON,Eugène Atget,(French),(Male),1903-04,Albumen silver print,Photograph,Photography,3/6/68,,
Untitled,Eugène Atget,(French),(Male),Before 1900,Albumen silver print,Photograph,Photography,3/6/68,,
Bibliothèque nationale,Eugène Atget,(French),(Male),1902,Albumen silver print,Photograph,Photography,3/6/68,,
Beauvais. Coin rue de l'Abbé Gelée,Eugène Atget,(French),(Male),1904,Albumen silver print,Photograph,Photography,3/6/68,,
HÔTEL. 8 RUE D'ANJOU,Eugène Atget,(French),(Male),1902-03,Albumen silver print,Photograph,Photography,3/6/68,,
HÔTEL LIANCOURT. 21 RUE DES BONS-ENFANTS,Eugène Atget,(French),(Male),1907-08,Albumen silver print,Photograph,Photography,3/6/68,,
Versailles -- Coin de Parc,Eugène Atget,(French),(Male),1901,Albumen silver print,Photograph,Photography,3/6/68,,
Fête de la Place du Trône,Eugène Atget,(French),(Male),1914,Albumen silver print,Photograph,Photography,3/6/68,,
10 rue du Petit Pont (demoli),Eugène Atget,(French),(Male),1907,Albumen silver print,Photograph,Photography,3/6/68,,
HÔTEL. 102 RUE DU BAC,Eugène Atget,(French),(Male),1902-03,Albumen silver print,Photograph,Photography,3/6/68,,
Maisons-Lafitte-château,Eugène Atget,(French),(Male),1910,Albumen silver print,Photograph,Photography,3/6/68,,
"Hôtel de Châteaubriand,120 rue du Bac",Eugène Atget,(French),(Male),1901-02,Albumen silver print,Photograph,Photography,3/6/68,,
"Porte, 42 rue de Cléry",Eugène Atget,(French),(Male),1903-04,Albumen silver print,Photograph,Photography,3/6/68,,
"Porte, 42 rue de Cléry",Eugène Atget,(French),(Male),1903-04,Albumen silver print,Photograph,Photography,3/6/68,,
"Ancien Hôtel de Castanier, rue des Capucines",Eugène Atget,(French),(Male),1903-04,Albumen silver print,Photograph,Photography,3/6/68,,
"Hôtel de Castanier, rue des Capucines",Eugène Atget,(French),(Male),1903-04,Albumen silver print,Photograph,Photography,3/6/68,,
3 rue des Juges-Consuls,Eugène Atget,(French),(Male),1903-04,Albumen silver print,Photograph,Photography,3/6/68,,
PORTE. 9 RUE AUBRIOT,Eugène Atget,(French),(Male),1903-04,Albumen silver print,Photograph,Photography,3/6/68,,
Fête de la Place du Trône,Eugène Atget,(French),(Male),1914,Albumen silver print,Photograph,Photography,3/6/68,,
HÔTEL. PLACE DAUPHINE 12,Eugène Atget,(French),(Male),1903-04,Albumen silver print,Photograph,Photography,3/6/68,,
HÔTEL LE PELETIER DE SAINT FARGEAU. RUE DE SÉVIGNÉ,Eugène Atget,(French),(Male),1903-04,Albumen silver print,Photograph,Photography,3/6/68,,
PETIT PORTAIL. 30 RUE DE LA VICTOIRE,Eugène Atget,(French),(Male),1903-04,Albumen silver print,Photograph,Photography,3/6/68,,
Jardin des Tuileries,Eugène Atget,(French),(Male),1906-07,Albumen silver print,Photograph,Photography,3/6/68,,
PORTE. 136 RUE AMELOT,Eugène Atget,(French),(Male),1903-04,Albumen silver print,Photograph,Photography,3/6/68,,
FACULTÉ DE DROIT. PLACE DU PANTHÉON,Eugène Atget,(French),(Male),1903,Albumen silver print,Photograph,Photography,3/6/68,,
PLACE SAINT SULPICE 6,Eugène Atget,(French),(Male),1903,Albumen silver print,Photograph,Photography,3/6/68,,
RUE BONAPARTE 88,Eugène Atget,(French),(Male),1903,Albumen silver print,Photograph,Photography,3/6/68,,
Pont Marie,Eugène Atget,(French),(Male),1923,Matte albumen silver print,Photograph,Photography,3/6/68,,
QUAI VOLTAIRE,Eugène Atget,(French),(Male),1923,Albumen silver print,Photograph,Photography,3/6/68,,
Fête du Trône,Eugène Atget,(French),(Male),1914,Gelatin silver printing-out-paper print,Photograph,Photography,3/6/68,,
Jardin Luxembourg,Eugène Atget,(French),(Male),1902-03,Albumen silver print,Photograph,Photography,3/6/68,,
Jardin Luxembourg,Eugène Atget,(French),(Male),1902-03,Albumen silver print,Photograph,Photography,3/6/68,,
Jardin Luxembourg. Monument de Delacroix,Eugène Atget,(French),(Male),1902,Albumen silver print,Photograph,Photography,3/6/68,,
HÔTEL DE MARBEUF. FAUBOURG SAINT-HONORÉ 31,Eugène Atget,(French),(Male),1902-03,Albumen silver print,Photograph,Photography,3/6/68,,
HÔTEL DU PRÉSIDENT DURET. RUE SAINT DOMINIQUE 16,Eugène Atget,(French),(Male),1902-03,Albumen silver print,Photograph,Photography,3/6/68,,
LUXEMBOURG. 6e ARRONDISSEMENT,Eugène Atget,(French),(Male),1903-04,Albumen silver print,Photograph,Photography,3/6/68,,
PETITE PORTE. SAINT NICOLAS DU CHARDONNET,Eugène Atget,(French),(Male),1909,Albumen silver print,Photograph,Photography,3/6/68,,
HÔTEL DE CONFLANS. RUE DE L'UNIVERSITÉ 24,Eugène Atget,(French),(Male),1909,Albumen silver print,Photograph,Photography,3/6/68,,
HÔTEL DE VENDÔME. 5 RUE BÉRANGER,Eugène Atget,(French),(Male),1909,Albumen silver print,Photograph,Photography,3/6/68,,
Musée Carnavalet,Eugène Atget,(French),(Male),1898,Albumen silver print,Photograph,Photography,3/6/68,,
Fête du Trône,Eugène Atget,(French),(Male),1914,Matte albumen silver print,Photograph,Photography,3/6/68,,
Musée Carnavalet,Eugène Atget,(French),(Male),1898,Albumen silver print,Photograph,Photography,3/6/68,,
HÔTEL DU BARON GÉRARD. 2 RUE RABELAIS,Eugène Atget,(French),(Male),1909,Albumen silver print,Photograph,Photography,3/6/68,,
Jardin Luxembourg,Eugène Atget,(French),(Male),1902-03,Albumen silver print,Photograph,Photography,3/6/68,,
MUSÉE CARNAVALET,Eugène Atget,(French),(Male),1898,,Photograph,Photography,3/6/68,,
"Coin, quai de la Tournelle",Eugène Atget,(French),(Male),1910-11,Albumen silver print,Photograph,Photography,3/6/68,,
HÔTEL DU PRINCE DE CONDÉ. RUE MONSIEUR-LE-PRINCE 4,Eugène Atget,(French),(Male),1908,Albumen silver print,Photograph,Photography,3/6/68,,
Un Coin du Port des Saint Pères,Eugène Atget,(French),(Male),1910-11,Albumen silver print,Photograph,Photography,3/6/68,,
"Hôtel d'Argouges, 16 rue Séguier",Eugène Atget,(French),(Male),1908,Albumen silver print,Photograph,Photography,3/6/68,,
Vue Prise Sous le Pont Neuf (6e Arrondissement),Eugène Atget,(French),(Male),1910-11,Albumen silver print,Photograph,Photography,3/6/68,,
Fête du Trône,Eugène Atget,(French),(Male),1914,Gelatin silver printing-out-paper print,Photograph,Photography,3/6/68,,
PORTE. 21 RUE THÉRÈSE,Eugène Atget,(French),(Male),1907,Albumen silver print,Photograph,Photography,3/6/68,,
HÔTEL MAGON DE LA BALUE. 18 RUE SAINT-MARC,Eugène Atget,(French),(Male),1907,Albumen silver print,Photograph,Photography,3/6/68,,
PORTE. 6 QUAI D'ORLÉANS,Eugène Atget,(French),(Male),1905-06,Albumen silver print,Photograph,Photography,3/6/68,,
"Ancien hôtel Camus, 9 rue Guénégaud",Eugène Atget,(French),(Male),1905-06,Albumen silver print,Photograph,Photography,3/6/68,,
PORTE INSTITUT,Eugène Atget,(French),(Male),1905-06,Albumen silver print,Photograph,Photography,3/6/68,,
PORTE. 4 RUE AUBRIOT,Eugène Atget,(French),(Male),1905-06,Albumen silver print,Photograph,Photography,3/6/68,,
"Ancien Couvent de l'Abbaye aux Bois, 16 Rue de Sèvres",Eugène Atget,(French),(Male),1905-06,Albumen silver print,Photograph,Photography,3/6/68,,
COLLÈGE DES IRLANDAIS. 5 RUE DES IRLANDAIS,Eugène Atget,(French),(Male),1905,Albumen silver print,Photograph,Photography,3/6/68,,
HÔTEL. FAUBOURG SAINT-HONORÉ 45. (CETTE PORTE EST LOUIS PHILIPPE),Eugène Atget,(French),(Male),1904-05,Albumen silver print,Photograph,Photography,3/6/68,,
Port des Champs-Élysées,Eugène Atget,(French),(Male),1913,Albumen silver print,Photograph,Photography,3/6/68,,
HÔTEL D'HINNISDAL. RUE CASSETTE 24,Eugène Atget,(French),(Male),1904-05,Albumen silver print,Photograph,Photography,3/6/68,,
HÔTEL D'HINNISDAL. RUE CASSETTE 24,Eugène Atget,(French),(Male),1904-05,Albumen silver print,Photograph,Photography,3/6/68,,
HÔTEL. 18 RUE DU CHERCHE-MIDI,Eugène Atget,(French),(Male),1902-03,Albumen silver print,Photograph,Photography,3/6/68,,
Hôtel de Beauvais. 68 rue François Miron,Eugène Atget,(French),(Male),1902,Albumen silver print,Photograph,Photography,3/6/68,,
Hôtel de Beauvais. 68 rue François Miron,Eugène Atget,(French),(Male),1924,Albumen silver print,Photograph,Photography,3/6/68,,
HÔTEL GOUFFIER. 56 RUE DE VARENNE,Eugène Atget,(French),(Male),1902,Albumen silver print,Photograph,Photography,3/6/68,,
PORTE. 13 RUE DU REGARD,Eugène Atget,(French),(Male),1901-02,Albumen silver print,Photograph,Photography,3/6/68,,
"Hôtel de Châteaubriand,120 rue du Bac",Eugène Atget,(French),(Male),1901-02,Albumen silver print,Photograph,Photography,3/6/68,,
HÔTEL DE LA DUCHESSE DE VILLARS. RUE DES SAINTS-PÈRES 52,Eugène Atget,(French),(Male),1901-02,Albumen silver print,Photograph,Photography,3/6/68,,
PORTE. 8 RUE DE BRAQUE,Eugène Atget,(French),(Male),1901,Albumen silver print,Photograph,Photography,3/6/68,,
"Fête, avenue de Breteuil",Eugène Atget,(French),(Male),1913,Matte albumen silver print,Photograph,Photography,3/6/68,,
HÔTEL DU MARQUIS DE LAGRANGE. 6 RUE DE BRAQUE,Eugène Atget,(French),(Male),1901,Albumen silver print,Photograph,Photography,3/6/68,,
Jardin Luxembourg,Eugène Atget,(French),(Male),1901-02,Albumen silver print,Photograph,Photography,3/6/68,,
Hôtel du Président Le Mayrat 15 rue Barbette,Eugène Atget,(French),(Male),1901,Albumen silver print,Photograph,Photography,3/6/68,,
RUE VIEILLE-DU-TEMPLE 137,Eugène Atget,(French),(Male),1901,Albumen silver print,Photograph,Photography,3/6/68,,
HÔTEL BOURBON DE BUSSET. RUE DE GRENELLE 118,Eugène Atget,(French),(Male),1901,Albumen silver print,Photograph,Photography,3/6/68,,
Chapelle Expiatoire,Eugène Atget,(French),(Male),1902-03,Albumen silver print,Photograph,Photography,3/6/68,,
"Hôtel Bergeret, rue Béranger",Eugène Atget,(French),(Male),1901,Albumen silver print,Photograph,Photography,3/6/68,,
Fête de Vaugirard,Eugène Atget,(French),(Male),1913,Gelatin silver printing-out-paper print,Photograph,Photography,3/6/68,,
HÔTEL DU PRÉSIDENT DE TAULAY. 64 RUE DE TURENNE,Eugène Atget,(French),(Male),1901,Albumen silver print,Photograph,Photography,3/6/68,,
27 Rue Saint Sulpice,Eugène Atget,(French),(Male),1923,Albumen silver print,Photograph,Photography,3/6/68,,
PORTE. 27 RUE SAINT SULPICE,Eugène Atget,(French),(Male),1920,Albumen silver print,Photograph,Photography,3/6/68,,
HÔTEL D'ALBRET. 31 RUE DES FRANCS-BOURGEOIS,Eugène Atget,(French),(Male),1911,Albumen silver print,Photograph,Photography,3/6/68,,
HÔTEL DES AMBASSADEURS DE HOLLANDE. 47 RUE VIEILLE-DU-TEMPLE,Eugène Atget,(French),(Male),1900,Albumen silver print,Photograph,Photography,3/6/68,,
HÔTEL GUSTIL. 58 RUE DE VAUGIRARD,Eugène Atget,(French),(Male),1909,Albumen silver print,Photograph,Photography,3/6/68,,
Fête Avenue de Breteuil,Eugène Atget,(French),(Male),1913,Gelatin silver printing-out-paper print,Photograph,Photography,3/6/68,,
HÔTEL DE LA MEULLERAIE. 56 RUE DES SAINTS-PÈRES,Eugène Atget,(French),(Male),1909,Albumen silver print,Photograph,Photography,3/6/68,,
ENTRÉE DE LA CHAPELLE SAINT-ANNE. RUE DE LILLE 26,Eugène Atget,(French),(Male),1909,Albumen silver print,Photograph,Photography,3/6/68,,
PORTE INSTITUT. 1 RUE DE SEINE,Eugène Atget,(French),(Male),1912-13,Albumen silver print,Photograph,Photography,3/6/68,,
PORTE. 8 RUE DE BRAQUE,Eugène Atget,(French),(Male),1901,Albumen silver print,Photograph,Photography,3/6/68,,
MAISON DE LAW. 91 RUE DE QUINCAMPOIX,Eugène Atget,(French),(Male),1901,Albumen silver print,Photograph,Photography,3/6/68,,
HÔTEL DE CHATEAUBRIAND. 120 RUE DU BAC,Eugène Atget,(French),(Male),1901-02,Albumen silver print,Photograph,Photography,3/6/68,,
18 Avenue Montaigne,Eugène Atget,(French),(Male),1901-02,Albumen silver print,Photograph,Photography,3/6/68,,
Fête du Trône,Eugène Atget,(French),(Male),1914,Gelatin silver printing-out-paper print,Photograph,Photography,3/6/68,,
LA ROTONDE,Eugène Atget,(French),(Male),1925,Gelatin silver printing-out-paper print,Photograph,Photography,3/6/68,,
HÔTEL LAROCHEFOUCAULD. RUE DE VARENNE 47,Eugène Atget,(French),(Male),1902,Albumen silver print,Photograph,Photography,3/6/68,,
HEURTOIR. 18 RUE DU CHERCHE-MIDI,Eugène Atget,(French),(Male),1902,Albumen silver print,Photograph,Photography,3/6/68,,
HEURTOIR. 133 RUE SAINT-ANTOINE,Eugène Atget,(French),(Male),1902-03,Albumen silver print,Photograph,Photography,3/6/68,,
HEURTOIR. 7 RUE POULLETIER,Eugène Atget,(French),(Male),1902-03,Albumen silver print,Photograph,Photography,3/6/68,,
11 rue de la Chaise,Eugène Atget,(French),(Male),1902-03,Albumen silver print,Photograph,Photography,3/6/68,,
HÔTEL DU COMTE D'AUVERGNE. RUE DE L'UNIVERSITÉ 51,Eugène Atget,(French),(Male),1902-03,Albumen silver print,Photograph,Photography,3/6/68,,
HEURTOIR. 23 RUE DE VARENNE,Eugène Atget,(French),(Male),1903-04,Albumen silver print,Photograph,Photography,3/6/68,,
HÔTEL D'ALBERT. 31 RUE DES FRANCS-BOURGEOIS. (HEURTOIR),Eugène Atget,(French),(Male),1903-04,Albumen silver print,Photograph,Photography,3/6/68,,
Untitled,Eugène Atget,(French),(Male),1898,Albumen silver print,Photograph,Photography,3/6/68,,
Versailles,Eugène Atget,(French),(Male),1901,Albumen silver print,Photograph,Photography,3/6/68,,
Fête de Vaugirard,Eugène Atget,(French),(Male),1926-27,Gelatin silver printing-out-paper print,Photograph,Photography,3/6/68,,
"Heurtoir, 43 rue Sainte-Anne",Eugène Atget,(French),(Male),1904-05,Albumen silver print,Photograph,Photography,3/6/68,21.5,18
CAPUCINES,Eugène Atget,(French),(Male),1921-22,Albumen silver print,Photograph,Photography,3/6/68,,
Untitled,Eugène Atget,(French),(Male),1899-1900,Albumen silver print,Photograph,Photography,3/6/68,,
Untitled,Eugène Atget,(French),(Male),,Albumen silver print,Photograph,Photography,3/6/68,,
PAVEUR,Eugène Atget,(French),(Male),1899-1900,,Photograph,Photography,3/6/68,,
Untitled (People at outdoor market),Eugène Atget,(French),(Male),1899-1900,,Photograph,Photography,3/6/68,,
RUE DE LA COLONIE. BUTTE AUX CAILLES,Eugène Atget,(French),(Male),1900,Albumen silver print,Photograph,Photography,3/6/68,,
Fête de Vaugirard,Eugène Atget,(French),(Male),1926-27,Gelatin silver printing-out-paper print,Photograph,Photography,3/6/68,,
JARDIN DU LOUVRE. FEMME PAR GALLI TICI (?) 1851,Eugène Atget,(French),(Male),1911-12,Albumen silver print,Photograph,Photography,3/6/68,,
MASCARONS DU PONT NEUF,Eugène Atget,(French),(Male),1911,Gelatin silver printing-out-paper print,Photograph,Photography,3/6/68,,
"Asnières, Ancien chateau René Voyer d'Argenson",Eugène Atget,(French),(Male),1901,Albumen silver print,Photograph,Photography,3/6/68,,
Rouen Vers 1820 (reproduction of print),Eugène Atget,(French),(Male),1907,Albumen silver print,Photograph,Photography,3/6/68,,
Saint-Cloud,Eugène Atget,(French),(Male),1922,,Photograph,Photography,3/6/68,,
Saint-Cloud,Eugène Atget,(French),(Male),1924,,Photograph,Photography,3/6/68,,
PORTE D'ASNIÈRES. CITÉ VALMY,Eugène Atget,(French),(Male),1913,,Photograph,Photography,3/6/68,,
PORTE DE MONTREUIL. CHIFFONNIER SUR LES FORTIFICATIONS,Eugène Atget,(French),(Male),1912,,Photograph,Photography,3/6/68,,
Fête des Invalides,Eugène Atget,(French),(Male),1926,Gelatin silver printing-out-paper print,Photograph,Photography,3/6/68,,
Untitled,Eugène Atget,(French),(Male),1898,Albumen silver print,Photograph,Photography,3/6/68,,
PLANT,Eugène Atget,(French),(Male),Before 1900,,Photograph,Photography,3/6/68,,
"Asnières, Ancien chateau René Voyer d'Argenson",Eugène Atget,(French),(Male),1901,Albumen silver print,Photograph,Photography,3/6/68,,
FONTENAY-LÈS-LOUVRES. ÉGLISE,Eugène Atget,(French),(Male),1919-21,,Photograph,Photography,3/6/68,,
Untitled (Bourg-la-Reine),Eugène Atget,(French),(Male),1901,Albumen silver print,Photograph,Photography,3/6/68,,
"GONESSE. SAINT PIERRE, XIIIe SIÈCLE",Eugène Atget,(French),(Male),1921,Albumen silver print,Photograph,Photography,3/6/68,,
"ANCIENNE GARGOUILLE DES TUILERIES, 1565",Eugène Atget,(French),(Male),1921,,Photograph,Photography,3/6/68,,
58 Rue Caumartin,Eugène Atget,(French),(Male),1913,Matte albumen silver print,Photograph,Photography,3/6/68,,
Fête des Invalides,Eugène Atget,(French),(Male),1926,Gelatin silver printing-out-paper print,Photograph,Photography,3/6/68,,
ÉGLISE DU PORT MARLY,Eugène Atget,(French),(Male),1925,Gelatin silver printing-out-paper print,Photograph,Photography,3/6/68,,
SAINT-JACQUES-DU-HAUT-PAS,Eugène Atget,(French),(Male),1899,Albumen silver print,Photograph,Photography,3/6/68,,
"Parc Delessert, 32 Quai de Passy",Eugène Atget,(French),(Male),1914,Albumen silver print,Photograph,Photography,3/6/68,,
HÔTEL DE SENS. RUE DU FIGUIER,Eugène Atget,(French),(Male),1922,Gelatin silver printing-out-paper print,Photograph,Photography,3/6/68,,
MAISON DE L'HISTORIEN ANDRÉ DUCHESNE. RUE SAINT-ANDRÉ-DES-ARTS 27,Eugène Atget,(French),(Male),1899,Albumen silver print,Photograph,Photography,3/6/68,,
TOUR JEAN-SANS-PEUR. RUE ETIENNE-MARCEL,Eugène Atget,(French),(Male),1898-99,Albumen silver print,Photograph,Photography,3/6/68,,
GOUSSAINVILLE -- ÉGLISE,Eugène Atget,(French),(Male),1921,Matte albumen silver print,Photograph,Photography,3/6/68,,
GOUSSAINVILLE. XVIe SIÈCLE,Eugène Atget,(French),(Male),1921,Albumen silver print,Photograph,Photography,3/6/68,,
"Coin, rue Daubenton",Eugène Atget,(French),(Male),1923,Albumen silver print,Photograph,Photography,3/6/68,22,18
PASSY. RUE BEETHOVEN,Eugène Atget,(French),(Male),1901,Albumen silver print,Photograph,Photography,3/6/68,,
Moulin Rouge,Eugène Atget,(French),(Male),1926,Gelatin silver printing-out-paper print,Photograph,Photography,3/6/68,,
"COIN, BOULEVARD DU PALAIS ET QUAI DES ORFÈVRES. DÉMOLI -- 1905",Eugène Atget,(French),(Male),1905,Albumen silver print,Photograph,Photography,3/6/68,,
Vitry (église),Eugène Atget,(French),(Male),June-July 1925,Gelatin silver printing-out-paper print,Photograph,Photography,3/6/68,,
MAISON. 4 RUE DESNOUETTES,Eugène Atget,(French),(Male),1924,Matte albumen silver print,Photograph,Photography,3/6/68,,
HÔTEL SCIPION. PLACE SCIPION,Eugène Atget,(French),(Male),1925,Matte albumen silver print,Photograph,Photography,3/6/68,,
CHÂTEAU DIT DE LA REINE BLANCHE,Eugène Atget,(French),(Male),1925,Gelatin silver printing-out-paper print,Photograph,Photography,3/6/68,,
Ruelle des Gobelins,Eugène Atget,(French),(Male),1925,Gelatin silver printing-out-paper print,Photograph,Photography,3/6/68,,
Ruelle des Gobelins,Eugène Atget,(French),(Male),1925,Gelatin silver printing-out-paper print,Photograph,Photography,3/6/68,,
Passage Moret,Eugène Atget,(French),(Male),1925,Gelatin silver printing-out-paper print,Photograph,Photography,3/6/68,,
"Marly-Le-Roi, Parc Sardou",Eugène Atget,(French),(Male),1905,Albumen silver print,Photograph,Photography,3/6/68,,
COIN DE LA RUE DE NORVINS,Eugène Atget,(French),(Male),1925,Matte albumen silver print,Photograph,Photography,3/6/68,,
Moulin Rouge,Eugène Atget,(French),(Male),1926,Gelatin silver printing-out-paper print,Photograph,Photography,3/6/68,,
"48 rue Mazarine, ancien hôtel",Eugène Atget,(French),(Male),1911,Albumen silver print,Photograph,Photography,3/6/68,,
La Maternité. Boulevard du Port Royal,Eugène Atget,(French),(Male),1899,Albumen silver print,Photograph,Photography,3/6/68,,
PLACE DAUPHINE,Eugène Atget,(French),(Male),1899-1900,Albumen silver print,Photograph,Photography,3/6/68,,
LA VILLETTE,Eugène Atget,(French),(Male),1912,,Photograph,Photography,3/6/68,,
RESTES DE L'ANCIEN COUVENT DES FEUILLANTINES. 261 RUE SAINT-JACQUES,Eugène Atget,(French),(Male),1899-1900,Albumen silver print,Photograph,Photography,3/6/68,,
St. Nicolas du Chardonnet,Eugène Atget,(French),(Male),1898,Albumen silver print,Photograph,Photography,3/6/68,,
HÔTEL. RUE DES FRANCS BOURGEOIS 30,Eugène Atget,(French),(Male),1898,Albumen silver print,Photograph,Photography,3/6/68,,
Ruelle des Reculettes,Eugène Atget,(French),(Male),1926,Gelatin silver printing-out-paper print,Photograph,Photography,3/6/68,,
Ruelle des Reculettes,Eugène Atget,(French),(Male),1926,Gelatin silver printing-out-paper print,Photograph,Photography,3/6/68,,
